account_id,account_name,match_source,ntee_code,fru_sector,fru_subsector
AWXQTHTP,NewMexicoKidsCAN Action Fund PAC,unclassified,,,
ASYLMXZK,Tawheed Cultural Center,unclassified,,,
AKWDFMBV,Project Liberty,id,P62,Science & Technology,Science & Technology - General
ALQQWMTY,Observatório Social do Brasil São Paulo,unclassified,,,
ABJFNWBJ,Rebuilding Together Southeast Michigan,id,L81,Human Services,"Human Services - Housing, Shelter"
AGUMCNLU,Windsor Islamic Association Foundation,unclassified,,,
ATNYCFUC,Lifting Humanity,id,,Public and Society Benefit,Public & Society Benefit - General
AWKTSLSL,Variety - the Children's Charity of the United States,unclassified,,,
AKPZQDRG,Worldreader Europe,name,Q33: International Relief,International Affairs,International Affairs - General
AEAAUNRM,Fauna & Flora US,unclassified,,,
APYDJDJC,Stronghold Freedom Foundation,id,W30,Public and Society Benefit,Public & Society Benefit - General
AJBQQZFC,Kentucky Interscholastic Cycling League,unclassified,,,
AUNANKDW,Native Plant Community Gardens Partnership,unclassified,,,
AMUUDCBM,PPGWNI,unclassified,,,
AKXEHFPS,Supply Change Foundation,unclassified,,,
ALQJVFWL,Good Planet International Foundation,id,"S20: Community, Neighborhood Development, Improvement",Public and Society Benefit,Public & Society Benefit - General
AADSRJWU,Climate Curve,unclassified,,,
ALZARMND,Inside Outreach Inc,id,X20,Religion,Religion - Christian
AEZQSMSY,Applewood Centre for Adult Learning,unclassified,,,
AWAWKMJA,Moby Dental,id,E01,Healthcare,Healthcare - General
AXWGYTNH,Diabetes Aid and Prevention Fund,id,G80,Healthcare,Healthcare - General
AGHYRUHN,Lonergan Research Institute,id,,Arts & Culture,Arts & Culture - Media
AEGERNEV,Susquehanna Waldorf School,id,B24Z,Education,K-12 Education
AJUEQPTZ,Fundación Ferbel,unclassified,,,
ATBXBULE,CHOICE of NY,unclassified,,,
AMRSBWJU,Washington Wing,unclassified,,,
ALRVMTEE,Camp Aldersgate,id,,Human Services,Human Services - Sports & Youth Development
ADFLRLQZ,Migrant Help,unclassified,,,
AYWNXWRF,The Village of Harmony Hill,id,L22,,
JJWJPECQ,"Duncan Tree Ventures, Inc.",unclassified,,,
AWHWVVHT,Canica de Oaxaca,unclassified,,,
AMAHKHEN,Wild Beautiful Orchestra,id,A68,,
ACYRWRJM,Moige,unclassified,,,
AQCEGCCD,FijiLIFE Foundation,unclassified,,,
AQJLRBDX,Blossom Philanthropy,unclassified,,,
AAPQQTKV,Terra Regenerative Foundation,unclassified,,,
AYJEZQPC,Project Sweet Peas (Alabama),unclassified,,,
AQXLWDHG,The Ocelot Organization,unclassified,,,
ATSEUJPV,Maryvale Academy of Ottawa,unclassified,,,
AMNJBSDP,Los Niños del Capitan,unclassified,,,
AUSMSJSB,Organics Unlimited,unclassified,,,
ASZYSZQM,Lake Superior Watershed Conservancy,id,C32,,
ABPLRYNW,Omo Yoruba of Socal,id,,Arts & Culture,Arts & Culture - General
AVPKDGXE,University of Texas at Dallas,id,,Education,Education - General
AJZFVNVU,Transport for All,unclassified,,,
AUZXEQDE,Unique Places to Save,id,C30,,
AXCUSMNL,Breakfast Club Kids,unclassified,,,
APCDNTTV,ændre,unclassified,,,
ADHYZEME,American Trans Resource Hub,id,P99,Human Services,Human Services - General
ARUMUNCP,New York Interscholastic Cycling League,unclassified,,,
ATVZJDDE,Family Promise of South Sarasota County,unclassified,,,
AEUBDTEE,CISNA,unclassified,,,
ACLQWSLG,JRS East Africa,unclassified,,,
AALRWVBQ,Maximum New York Citizens Academy,unclassified,,,
AKJHCVET,Crisis & Counseling Centers,id,F40,,
AFJUSNBM,Santa Cruz YIMBY,unclassified,,,
AHENLKVX,United Way of Northern Utah,id,T70Z,Public and Society Benefit,Public & Society Benefit - General
AWMPBDRA,Georgia Wing,unclassified,,,
AVZESPQR,Local News for LA,id,"A30: Media, Communications Organizations",Arts & Culture,Arts & Culture - Media
AQYYTAGH,Kind Cares,unclassified,,,
AFVGYNLY,JSJ Strong Chordoma Inc.,id,,Healthcare,Healthcare - General
ACLSFNHW,Go Amber,unclassified,,,
AYBJNJUE,Maecenata Stiftung,unclassified,,,
AVNGYFTK,The Home of Record Project,unclassified,,,
AERBLQUG,Payette Riverwalk Alliance,id,S20,Public and Society Benefit,Public & Society Benefit - General
AKEZDSLM,The Tekoa Project,id,,Environment,Environment - General
ASTHMBBJ,Connecticut Justice Alliance,unclassified,,,
AKWCNTZA,Changing Tunes,unclassified,,,
AGZJNTUQ,ParentsTogether Foundation,id,P20,Human Services,Human Services - General
AFKKBDPZ,The Library Project,id,Q02,Education,Education - General
AZSWGZFG,Kwanele South Africa,unclassified,,,
AABFCSCS,Project GREEN,id,,Human Services,Human Services - General
AAELGWAL,Mosaic Middle East,unclassified,,,
ANKPGMSW,Indiana Wing,unclassified,,,
AKPXHWWV,The Weinman Jewish Academy,name,"B20: Elementary, Secondary Education",Education,K-12 Education
AQXWQGZF,Poderistas,unclassified,,,
AYTMJGUR,Amref Health Africa Deutschland gGmbH,unclassified,,,
AGHSMCSW,Cursinho FGV,unclassified,,,
AZTHVXPA,California Channel Islands Marine Mammal Initiative,unclassified,,,
AHNCZFCN,Al-Kisa Foundation CA,unclassified,,,
ABWXCVGM,PETA UK,unclassified,,,
AKDTFPMW,Spirit tv,unclassified,,,
AABMSKWH,Al Amal International Charity,unclassified,,,
APDALQDD,GBH Archives - Open Vault,unclassified,,,
ASYBZXFC,Cher Cares Foundation,unclassified,,,
AHSBZDLE,Sea of Cortez,unclassified,,,
ASCBRLZS,Unidos Contra El Cáncer,unclassified,,,
APYLGJSQ,Birch Rock Camp,id,N20Z,Human Services,Human Services - Sports & Youth Development
AVUALGCJ,The Twinkle Tooth Project,unclassified,,,
APTNSDBE,Bayfront Maritime Center,unclassified,,,
ARGLNCFB,Marginal Revolution University,unclassified,,,
ALZRWLST,United Way of Idaho Falls & Bonneville County,name,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",Public and Society Benefit,Public & Society Benefit - General
AXVFSVGM,Can Code Communities,unclassified,,,
AQNLDHMW,Black Sisters in STEM,unclassified,,,
AWURVNGM,Your Mission Possible,name,S40: Business and Industry,Public and Society Benefit,Public & Society Benefit - General
AXYJSKXB,Delaware Interscholastic Cycling League,unclassified,,,
ALTFKTPJ,Gray Whale Research in Mexico,unclassified,,,
ADYZHVKT,Choctaw Bible Translation Committee,id,P11,Human Services,Human Services - General
AADZMDZK,South Dakota Wing,unclassified,,,
AASWYAHP,Divergent Impact Fund,unclassified,,,
AKZWFUYX,Scheer Memorial Adventist Hospital,unclassified,,,
AKPZBTVK,UNICEF Ireland,unclassified,,,
AGQSLQRW,Esercito Della Salvezza,unclassified,,,
AGLUDPCM,Footscray Community Arts,unclassified,,,
ATXJYQCR,The Local Charity,unclassified,,,
ABDCHSLD,Red de Observadores Ciudadanos,unclassified,,,
AZGXFJKV,Norwegian Refugee Council USA,id,Q33,International Affairs,International Affairs - General
AUJKGPJY,Disabled: Enseña por Guatemala,unclassified,,,
AGXNBFUM,Shalom Media Switzerland,unclassified,,,
AXZEWDSN,WORLD,id,P99,,
AQVNTZRC,Baytown Symphony Orchestra,id,,Arts & Culture,Arts & Culture - General
ACHSZLEH,Change the World Films,id,A99,,
AHSWNQDH,Clemson FeelGood,unclassified,,,
AYPCKZHA,The Compass Academy,id,,Education,K-12 Education
ADKRJCPQ,PFLAG Seattle,id,R26: LGBT Rights,Human Services,"Human Services - Civil Rights, Social Justice"
APJVKLJG,American Friends of The Erhard-Jensen Initiative,id,,Education,Education - General
APYGKUDJ,China Digital Times,id,A30,Arts & Culture,Arts & Culture - Media
AHWZQFAH,Arkansas Wing,unclassified,,,
ADHRLJEK,ZAID EL SAHLI FAMILY,unclassified,,,
ACKSXHHX,New Mexico Interscholastic Cycling League,unclassified,,,
AJPPZMWV,CURE International UK,unclassified,,,
ASHJPVYY,Together For Timnath,unclassified,,,
AHRZQLDC,Espiral por la Vida A. C.,unclassified,,,
AYBUUABJ,Milwaukee School of Engineering,id,,Education,Higher Education
AWCAEERE,San Francisco Glens Soccer Club,id,,Human Services,Human Services - Sports & Youth Development
AECYEGQG,The River Retreat,unclassified,,,
ATHVXKUC,WildMon,name,"D30: Wildlife Preservation, Protection",Animal Welfare,Animal Welfare - General
ABEQNZHS,Red Corner Film Foundation,unclassified,,,
ALNDTLFC,Entrepreneurship For Everyone,name,B03: Education Professional Societies and Associations,Education,Education - General
ARGYLDWF,Boys Hope Girls Hope Arizona,unclassified,,,
ACDWWNYC,Pelagios Kakunjá,unclassified,,,
ACJFLNNK,Ready Now Recovery,unclassified,,,
AUPBBQNS,Hostelling International USA,id,,International Affairs,International Affairs - General
APHGWRRT,Whittlesea Community Connections Inc,unclassified,,,
AFBNTNDV,Puppies & Kittens Rescue Fund,id,D30,Animal Welfare,Animal Welfare - General
AHTQZDDT,Goodwill Caravan USA,id,Q33,International Affairs,International Affairs - General
AUTDWSWK,Variety - the Children's Charity of New York,id,T99,,
ATNWMBPS,NYCMedics,unclassified,,,
ATLSNMRY,World Spine Care Europe,unclassified,,,
ANLERMVP,Alberta Foster and Kinship Association,unclassified,,,
AXWEHCNF,Bay Area Makerfarm,id,S50: Nonprofit Management,Public and Society Benefit,Public & Society Benefit - General
AXNLFTUH,Freedom Collaborative,id,Q02,,
AFSKCXNW,Berit Theological Seminary,unclassified,,,
AFQNLWKH,Partners In Health RoW,unclassified,,,
ALAFWGXK,Cradle of Hope,name,"L41: Homeless, Temporary Shelter",Human Services,"Human Services - Housing, Shelter"
ADPYQUFR,Encore Network,unclassified,,,
ATYPNNNP,The Grove Retreat Society,unclassified,,,
AHPLDTNN,Blue Alliance Philippines,unclassified,,,
AWBDMPEM,Soles4Souls Canada,unclassified,,,
ASUCGFZZ,FeelGood,unclassified,,,
AZVREPRV,Project Hope 4 Kids,id,P60,Human Services,Human Services - General
AXLWSEEB,Save The Animals,id,,Animal Welfare,Animal Welfare - General
ANPEHDDU,Jordan Family Foundation,unclassified,,,
ADHYUPPN,Shootout for Soldiers,id,W12,Public and Society Benefit,Public & Society Benefit - General
AXNLDVZM,GKFolks Foundation,unclassified,,,
ARFDMYYD,WTDR Dance Company,unclassified,,,
AYULTDFG,Solidago Conservancy,id,C30,Environment,Environment - General
AVPBNCZP,Al-Kisa Foundation UK,unclassified,,,
ADKEDJMT,Patronato Hospital General Tijuana,id,P30: Childrens and Youth Services,Human Services,Human Services - General
AQSLVCYR,Albanian Institute,id,,Arts & Culture,Arts & Culture - General
ANNKHBPT,Fed is Best Foundation,id,U50,Science & Technology,Science & Technology - General
AZKQMHHN,Fauna & Flora UK,id,,Animal Welfare,Animal Welfare - General
AGYDWEEC,Seton Shrine,id,,Religion,Religion - General
AVGZBNDS,Neighbors In Need | A Compassion Ministry of the Anderson SDA Church,unclassified,,,
AVGZPLDT,Gospa Missions,unclassified,,,
ACMRPGHF,Sensory Friendly San Diego,unclassified,,,
AVFQFSGC,Brilliant Labs,unclassified,,,
ARXAKVPY,Working Lands Trust,id,C36,Environment,Environment - General
ADZPUFSE,Purpleville,id,,Public and Society Benefit,Public & Society Benefit - General
AMLHFHEE,Dream Believer Foundation,id,D20,Animal Welfare,Animal Welfare - General
ABFVSSER,inSite Proyectos de Arte,unclassified,,,
AVNVGJRC,Livin It Out,id,B80,,
ARKYFGYL,Street Soccer USA CHI,unclassified,,,
AKZRLPFT,Exchange Retreat,unclassified,,,
ACHDSPDE,Amigos para la Conservacion de Cabo Pulmo,unclassified,,,
ADUMULUW,AquaAction,id,C30: Natural Resource Conservation and Protection,Environment,Environment - General
ARJTGNBX,Operation Get Out,id,F01,Healthcare,"Healthcare - Mental Health, Abuse"
AEWZUWVD,Mind Your Plastic,unclassified,,,
AGYDSKQV,Rhode Island Wing,unclassified,,,
ARXKFLKU,Movement Fund,name,A70: Humanities Organizations,Arts & Culture,Arts & Culture - General
APWEZSJQ,Patrol Base Abbate,id,W30,Public and Society Benefit,Public & Society Benefit - General
AMTXZPUH,Everhart Museum,unclassified,,,
AJDYRZNG,All 4 The Members,id,P81,Human Services,"Human Services - Housing, Shelter"
AULSLFVM,Glover Charities,name,"T12: Philanthropy, Voluntarism and Grantmaking Foundations Fund Raising and Fund Distribution",Public and Society Benefit,Public & Society Benefit - General
ARRRAQDA,The Ghost Network,unclassified,,,
ARVXHWJW,Oyate Tipi Cumini Yape inc.,id,,Human Services,"Human Services - Housing, Shelter"
AGLXWMGQ,Al amal e.V,unclassified,,,
AMYFBZHQ,Rescue Tube Foundation,id,N67,Human Services,Human Services - Public Safety
AYMHTBVM,Dallas Neighbors for Housing,unclassified,,,
AEBYJLXL,San Diego Sheriff's Museum,id,,Arts & Culture,Arts & Culture - General
AECCDTNF,Sierra Club Delaware Chapter,unclassified,,,
AWHHUVRQ,RVA YIMBY,unclassified,,,
ARMCCNDT,Karrabing Indigenous Corporation,id,,Human Services,Human Services - Sports & Youth Development
AJKWLWGU,Utah Wing,unclassified,,,
ABUWGGQJ,The African Diaspora Group,id,P20,Human Services,Human Services - General
AVULZTGG,"Cultured Books Literacy Foundation, INC.",id,A99,,
AGHNXGWQ,Ethiopian Community Mutual Assistance Association,id,B90,Public and Society Benefit,Public & Society Benefit - General
ANCNYMMJ,The Yarrow Collective,unclassified,,,
ACUHRHWQ,Joy As Resistance,id,F99,Healthcare,"Healthcare - Mental Health, Abuse"
ADTHHZQE,"Inseparable, Inc",id,F05,Healthcare,"Healthcare - Mental Health, Abuse"
ATPQPJZX,Fresh Routes,id,P20,,
AUGKFTQE,Florida Interscholastic Cycling League,unclassified,,,
AVVNYLHH,forRefugees,id,"Q71: International Migration, Refugee Issues",International Affairs,International Affairs - General
ALYYBRFD,Lake Superior Watershed Conservancy INC,id,C32,,
AFHCAMYX,Credo,unclassified,,,
AYTDXYWU,Boulder Rugby Club,id,,Human Services,Human Services - Sports & Youth Development
ANZJAJTA,Sam Care,unclassified,,,
APUQTNFY,LifeChange Housing Associates,id,L21,,
AGAUFXMB,The Sower Retreat,unclassified,,,
AFQRNCUB,The Progressive magazine,unclassified,,,
AACKKGJN,Unseen,unclassified,,,
ATMJHEBS,Friends of Rescate de Lobos Marinos,unclassified,,,
ALPLXWFZ,Center for Ecological Consciousness,id,K05,,
ALHZMWHE,KALM Sanctuary & Rescue,unclassified,,,
AZTCHHTD,University Lab Partners,id,E60,Healthcare,Healthcare - General
AJQYAGRE,The Recording Arts Foundation,unclassified,,,
ADFMUNRR,Center for International Policy,id,Q700,International Affairs,International Affairs - General
ANEKWCWB,One Smile At A Time,name,"E30: Health Treatment Facilities and Clinics, Outpatient",Healthcare,Healthcare - General
AEFFBPET,Ṣirāt Project,unclassified,,,
ALBHVRNH,Church On the Dirt,id,X01: Religion-Related Alliances and Advocacy,Religion,Religion - General
AFZYDALC,Arizona Interscholastic Cycling League,id,N99,,
AHFZYSZZ,Sequoia Riverlands Trust,unclassified,,,
AWNFBVTE,ICNA Canada Edmonton Chapter,unclassified,,,
AJXYUKMC,Dermatology PA Foundation,id,E19,Healthcare,Healthcare - General
AWBPUUUC,Pull-up For Change,id,S31,,
ATJMNNMW,Banned Books,unclassified,,,
AVQTGJWT,Opioid Center of Support,id,F20,Environment,Environment - General
AWMYVHLK,The Baca Charity,unclassified,,,
AHTKWTFJ,Friends of Puerto Aventuras - Riviera Maya,unclassified,,,
JDGWKYJR,Care Alliance Health Center,id,,Healthcare,Healthcare - General
AVUXYEDN,Little Hearts Preschool Jerusalem,unclassified,,,
AWABJXWE,xxColorado Inclusive Economy,unclassified,,,
ANWSLRGQ,Ohio Wing,unclassified,,,
ARYDSVRS,"AKA Foundation of Central PA, Inc.",id,,Public and Society Benefit,Public & Society Benefit - General
AXHSJYSG,Volunteer Group Alliance,unclassified,,,
ASKMFPQJ,Anima Lefkada,id,,International Affairs,International Affairs - General
AHVTHJGH,Relief International France,unclassified,,,
ANQYPKKE,Alkarma TV New Zealand,unclassified,,,
AEUEQSKX,The Alliance Chorus,id,,Arts & Culture,Arts & Culture - General
ABCGNFBP,Battle Buddies,id,G99,Human Services,"Human Services - Housing, Shelter"
ALRWZAME,Bullens Heimann & Friends Foundation,id,,Environment,Environment - General
AUNVHDZP,Emergency Response,unclassified,,,
ANGRTUGN,Ação da Cidadania,unclassified,,,
AKZEJYMC,fp21,id,Q05,,
AEWRMETC,The Mentor Foundation USA,id,T99,,
ADRVFGGF,Rebuilding Together Oakland East Bay,unclassified,,,
APXNUEEV,Nichols Improvement Association,unclassified,,,
ADYDQFCH,The Educational Equality Institute,id,B99,Education,Education - General
ARRNNYPE,Rebuilding Together Charleston,id,P20,,
AGFBUVLY,Hellgate Venture Network,unclassified,,,
ALSAQDBN,Trash4Tokens,id,,Human Services,Human Services - Sports & Youth Development
AEPERTKH,Amelie and Daniel Linsey Foundation,id,,Healthcare,Healthcare - General
AEFBGXML,Blowishes For Emily Inc,unclassified,,,
APUSNUUC,Massachusetts Wing,unclassified,,,
AMTZGQLK,Rollins College FeelGood,unclassified,,,
ABKVASGV,Fondazione MedReAct ETS,unclassified,,,
AXHLJBRC,Sporting Columbus,id,,Education,Education - General
ATYFSMXQ,Wisconsin Wing,unclassified,,,
ACJDCCTH,Oklahoma Interscholastic Cycling League,unclassified,,,
ALHAGFAP,South Bay YIMBY,unclassified,,,
ARBGTCAY,Fundación Jaime Alonso Abruña,unclassified,,,
ACRXXKHX,Mahogany Youth Corporation,id,O50,Human Services,Human Services - Sports & Youth Development
AHPRRYHU,The Inclusive Denver Project,unclassified,,,
AQYEUFWT,Defend Our Protectors,unclassified,,,
ARVPJBET,"Associates of Vietnam Veterans of America, Inc. California, Association",unclassified,,,
AVDFGARD,North Dakota Wing,unclassified,,,
AFDTZSQF,East Cape Community Urgent Clinic,unclassified,,,
AZHRTAEP,North Coast Cetacean Society,unclassified,,,
FRZHYYOZ,Levitt Denver,unclassified,,,
AQEJEKSQ,Square Foot Gardening Foundation,id,,Public and Society Benefit,Public & Society Benefit - General
AGSJQGHR,Fulbright Association-South Carolina Chapter,unclassified,,,
AAHZHKNF,"Bledsoe Foundation, Inc.",id,,Human Services,Human Services - Sports & Youth Development
AQPUHGNY,Transcenders Inx,unclassified,,,
ASTPMQEQ,Love From Sean,unclassified,,,
ABHXRHUS,Historic Glasgow Main Street Association,unclassified,,,
AQYMUUBJ,Propwatch Inc.,id,B05,Education,Education - General
AQBEQSSC,Rebuilding Together of the City of Angels,id,L25,,
AKMEEAUT,Lacrosse Extras,name,"A30: Media, Communications Organizations",Arts & Culture,Arts & Culture - Media
AJCSMWXT,Al Ansari Foundation,id,,Public and Society Benefit,Public & Society Benefit - General
AFMTDQRP,HERITAGE COVE FARM,unclassified,,,
